COU,Country,Variable,Year,Unit,Value
SWZ,Eswatini,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,293.725
SWZ,Eswatini,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,286.121
SWZ,Eswatini,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,298.983
SWZ,Eswatini,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.865346
SWZ,Eswatini,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.095264
SWZ,Eswatini,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.626623
SWZ,Eswatini,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.199287
SWZ,Eswatini,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.410372
SWZ,Eswatini,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.286247
SWZ,Eswatini,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.423817
TZA,Tanzania,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,86.519
TZA,Tanzania,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,84.945
TZA,Tanzania,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,95.249
TZA,Tanzania,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,97.276
TZA,Tanzania,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,109.35
TZA,Tanzania,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,115.339
TZA,Tanzania,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,107.54
TZA,Tanzania,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,0.8698087
TZA,Tanzania,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,0.8539908
TZA,Tanzania,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,0.9575771
TZA,Tanzania,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,0.9779533
TZA,Tanzania,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.099342
TZA,Tanzania,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.159547
TZA,Tanzania,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.390421
THA,Thailand,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,260.6
THA,Thailand,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,323.942
THA,Thailand,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,362.582
THA,Thailand,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,376.403
THA,Thailand,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,414.013
THA,Thailand,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,395.964
THA,Thailand,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,462.915
THA,Thailand,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,3.0799
THA,Thailand,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,3.699056
THA,Thailand,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,4.148984
THA,Thailand,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.210636
THA,Thailand,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.559123
THA,Thailand,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,4.307017
THA,Thailand,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,4.969913
TGO,Togo,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,147.056
TGO,Togo,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,153.172
TGO,Togo,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,176.354
TGO,Togo,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,154.318
TGO,Togo,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,166.297
TGO,Togo,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,201.304
TGO,Togo,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,200.129
TGO,Togo,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.478414
TGO,Togo,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.539898
TGO,Togo,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.772963
TGO,Togo,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.551426
TGO,Togo,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.671848
TGO,Togo,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.023788
TGO,Togo,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.013294
UGA,Uganda,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,66.525
UGA,Uganda,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,69.215
UGA,Uganda,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,87.613
UGA,Uganda,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,92.744
UGA,Uganda,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,102.758
UGA,Uganda,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,124.074
UGA,Uganda,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,103.672
KOR,Korea,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,417.572
KOR,Korea,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,364.508
KOR,Korea,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,354.658
KOR,Korea,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,328.309
KOR,Korea,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,308.663
KOR,Korea,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,361.586
KOR,Korea,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,426.671
KOR,Korea,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,4.633675
KOR,Korea,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.158091
KOR,Korea,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.710416
KOR,Korea,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.421758
KOR,Korea,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.094635
KOR,Korea,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.535825
KOR,Korea,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,4.085119
SVK,Slovak Republic,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,1088.821
SVK,Slovak Republic,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,990.394
SVK,Slovak Republic,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,839.539
SVK,Slovak Republic,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,835.821
SVK,Slovak Republic,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,751.197
SVK,Slovak Republic,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,646.356
SVK,Slovak Republic,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,636.494
SVK,Slovak Republic,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,12.00449
SVK,Slovak Republic,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,11.00619
SVK,Slovak Republic,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,9.174543
SVK,Slovak Republic,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,8.912603
SVK,Slovak Republic,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,8.100283
SVK,Slovak Republic,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,6.803354
SVK,Slovak Republic,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,6.555022
ESP,Spain,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,352.437
ESP,Spain,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,312.566
ESP,Spain,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,338.701
ESP,Spain,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,281.527
ESP,Spain,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,224.464
ESP,Spain,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,205.207
ESP,Spain,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,189.99
ESP,Spain,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,3.843851
ESP,Spain,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,3.368361
ESP,Spain,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.524518
ESP,Spain,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.879501
ESP,Spain,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.303361
ESP,Spain,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.103967
ESP,Spain,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.909016
CHE,Switzerland,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,534.559
CHE,Switzerland,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,459.091
CHE,Switzerland,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,365.139
CHE,Switzerland,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,278.172
CHE,Switzerland,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,249.178
CHE,Switzerland,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,197.046
CHE,Switzerland,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,160.047
CHE,Switzerland,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,5.1064
CHE,Switzerland,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.423996
CHE,Switzerland,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.453869
CHE,Switzerland,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.611375
CHE,Switzerland,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.310668
CHE,Switzerland,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.816622
CHE,Switzerland,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.461892
PSE,Palestinian Authority or West Bank and Gaza Strip,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,277.315
PSE,Palestinian Authority or West Bank and Gaza Strip,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,347.108
PSE,Palestinian Authority or West Bank and Gaza Strip,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,352.967
PSE,Palestinian Authority or West Bank and Gaza Strip,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,377.442
PSE,Palestinian Authority or West Bank and Gaza Strip,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,379.51
PSE,Palestinian Authority or West Bank and Gaza Strip,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,381.296
PSE,Palestinian Authority or West Bank and Gaza Strip,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,359.279
PSE,Palestinian Authority or West Bank and Gaza Strip,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,3.844118
PSE,Palestinian Authority or West Bank and Gaza Strip,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.464424
PSE,Palestinian Authority or West Bank and Gaza Strip,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,4.510336
PSE,Palestinian Authority or West Bank and Gaza Strip,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.824618
PSE,Palestinian Authority or West Bank and Gaza Strip,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.793816
PSE,Palestinian Authority or West Bank and Gaza Strip,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,4.758283
PSE,Palestinian Authority or West Bank and Gaza Strip,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,4.488029
WSM,Samoa,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,146.458
WSM,Samoa,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,151.095
WSM,Samoa,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,159.207
WSM,Samoa,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,172.999
WSM,Samoa,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,170.623
WSM,Samoa,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,180.146
WSM,Samoa,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,205.951
WSM,Samoa,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.835517
WSM,Samoa,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.891705
WSM,Samoa,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.961554
WSM,Samoa,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.087192
WSM,Samoa,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.055994
WSM,Samoa,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.171256
WSM,Samoa,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.466342
LKA,Sri Lanka,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,172.151
LKA,Sri Lanka,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,182.544
LKA,Sri Lanka,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,245.266
LKA,Sri Lanka,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,281.44
LKA,Sri Lanka,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,334.271
LKA,Sri Lanka,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,300.444
LKA,Sri Lanka,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,340.711
LKA,Sri Lanka,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.730709
LKA,Sri Lanka,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.835194
LKA,Sri Lanka,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.996659
LKA,Sri Lanka,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.385902
LKA,Sri Lanka,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.913073
LKA,Sri Lanka,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.42425
LKA,Sri Lanka,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.836915
SYR,Syrian Arab Republic,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,528.071
SYR,Syrian Arab Republic,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,537.817
SYR,Syrian Arab Republic,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,455.162
SYR,Syrian Arab Republic,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,411.922
SYR,Syrian Arab Republic,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,451.921
SYR,Syrian Arab Republic,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,557.749
SYR,Syrian Arab Republic,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,595.102
TWN,Chinese Taipei,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,291.172
TWN,Chinese Taipei,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,325.919
TWN,Chinese Taipei,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,378.653
TWN,Chinese Taipei,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,409.085
TWN,Chinese Taipei,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,386.548
TWN,Chinese Taipei,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,474.049
TWN,Chinese Taipei,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,487.4
TJK,Tajikistan,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,363.783
TJK,Tajikistan,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,422.547
TJK,Tajikistan,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,396.954
TJK,Tajikistan,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,403.37
TJK,Tajikistan,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,449.661
TJK,Tajikistan,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,527.143
TJK,Tajikistan,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,510.444
TJK,Tajikistan,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,4.515316
TJK,Tajikistan,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.248041
TJK,Tajikistan,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.99074
TJK,Tajikistan,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.055246
TJK,Tajikistan,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.520631
TJK,Tajikistan,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,6.752812
TJK,Tajikistan,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,5.13165
TLS,Timor-Leste,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,75.193
TLS,Timor-Leste,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,64.393
TLS,Timor-Leste,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,58.614
TLS,Timor-Leste,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,79.303
TLS,Timor-Leste,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,118.092
TLS,Timor-Leste,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,150.793
TLS,Timor-Leste,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,162.516
TLS,Timor-Leste,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,0.9861434
TLS,Timor-Leste,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,0.5892667
TLS,Timor-Leste,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,0.7972631
TLS,Timor-Leste,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.573273
TLS,Timor-Leste,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.985031
TLS,Timor-Leste,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.152822
TKM,Turkmenistan,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,637.822
TKM,Turkmenistan,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,724.688
TKM,Turkmenistan,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,659.342
TKM,Turkmenistan,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,622.068
TKM,Turkmenistan,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,569.957
TKM,Turkmenistan,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,640.315
TKM,Turkmenistan,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,602.374
TKM,Turkmenistan,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,7.365361
TKM,Turkmenistan,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,8.878825
TKM,Turkmenistan,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,7.959805
TKM,Turkmenistan,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,7.36325
TKM,Turkmenistan,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,6.465209
TKM,Turkmenistan,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,6.971021
TKM,Turkmenistan,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,6.437024
UGA,Uganda,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,0.6688013
UGA,Uganda,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,0.6958429
UGA,Uganda,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,0.8808049
UGA,Uganda,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,0.9323909
UGA,Uganda,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.033064
UGA,Uganda,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.247369
UGA,Uganda,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.041509
URY,Uruguay,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,285.525
URY,Uruguay,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,279.915
URY,Uruguay,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,255.191
URY,Uruguay,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,215.814
URY,Uruguay,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,209.76
URY,Uruguay,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,221.763
URY,Uruguay,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,211.845
URY,Uruguay,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,3.244303
URY,Uruguay,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,3.131065
URY,Uruguay,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.822649
URY,Uruguay,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.385077
URY,Uruguay,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.254539
URY,Uruguay,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.472738
URY,Uruguay,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.340209
UZB,Uzbekistan,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,497.885
UZB,Uzbekistan,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,711.889
UZB,Uzbekistan,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,771.308
UZB,Uzbekistan,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,802.546
UZB,Uzbekistan,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,776.395
UZB,Uzbekistan,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,839.486
UZB,Uzbekistan,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,811.529
UZB,Uzbekistan,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,6.212098
UZB,Uzbekistan,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,9.171363
UZB,Uzbekistan,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,7.754278
UZB,Uzbekistan,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,8.068323
UZB,Uzbekistan,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,9.396366
UZB,Uzbekistan,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,9.880228
UZB,Uzbekistan,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,9.40716
VUT,Vanuatu,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,90.487
VUT,Vanuatu,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,110.182
VUT,Vanuatu,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,121.214
VUT,Vanuatu,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,121.995
VUT,Vanuatu,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,153.23
VUT,Vanuatu,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,164.126
VUT,Vanuatu,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,181.466
VUT,Vanuatu,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.176888
VUT,Vanuatu,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.4297
VUT,Vanuatu,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.560516
VUT,Vanuatu,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.582975
VUT,Vanuatu,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.964194
VUT,Vanuatu,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.117453
VUT,Vanuatu,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.333992
VEN,Venezuela,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,246.381
VEN,Venezuela,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,256.874
VEN,Venezuela,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,258.166
VEN,Venezuela,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,268.973
VEN,Venezuela,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,320.127
VEN,Venezuela,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,338.346
VEN,Venezuela,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,430.519
VEN,Venezuela,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.687841
VEN,Venezuela,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.785894
VEN,Venezuela,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.816983
VEN,Venezuela,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.923915
VEN,Venezuela,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.442351
VEN,Venezuela,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.65769
VEN,Venezuela,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,5.197627
ZWE,Zimbabwe,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,121.565
ZWE,Zimbabwe,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,135.103
ZWE,Zimbabwe,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,171.79
ZWE,Zimbabwe,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,185.441
ZWE,Zimbabwe,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,188.832
ZWE,Zimbabwe,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,201.596
ZWE,Zimbabwe,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,177.914
ZWE,Zimbabwe,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.64234
ZWE,Zimbabwe,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.358249
ZWE,Zimbabwe,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.727076
ZWE,Zimbabwe,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.864316
ZWE,Zimbabwe,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.898405
ZWE,Zimbabwe,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.026726
ZWE,Zimbabwe,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.443415
